Frequency (Hz)	Level (dB)
1188.476562	-65.692116
1189.453125	-64.344200
1190.429688	-64.493370
1191.406250	-65.331741
1192.382812	-66.311264
1193.359375	-65.409279
1194.335938	-63.602367
1195.312500	-66.137367
1196.289062	-67.858269
1197.265625	-67.301620
1198.242188	-68.294907
1199.218750	-67.901939
1200.195312	-67.486671
1201.171875	-67.272064
1202.148438	-68.197762
1203.125000	-67.412132
1204.101562	-68.597511
1205.078125	-67.570000
1206.054688	-69.106094
1207.031250	-68.520569
1208.007812	-69.932289
1208.984375	-68.569923
1209.960938	-68.323410
1210.937500	-69.456345
1211.914062	-70.827225
1212.890625	-70.973732
1213.867188	-68.846634
1214.843750	-70.680107
