Frequency (Hz)	Level (dB)
1046.875000	-67.894325
1047.851562	-68.258316
1048.828125	-69.324722
1049.804688	-69.135681
1050.781250	-69.127274
1051.757812	-67.330856
1052.734375	-70.369591
1053.710938	-70.206879
1054.687500	-67.810753
1055.664062	-68.233421
1056.640625	-68.537125
1057.617188	-69.455238
1058.593750	-69.494186
1059.570312	-68.114761
1060.546875	-68.566925
1061.523438	-67.640907
1062.500000	-68.360573
1063.476562	-67.949623
1064.453125	-67.672981
1065.429688	-69.049530
1066.406250	-67.191345
1067.382812	-66.977219
1068.359375	-66.399719
1069.335938	-64.813171
1070.312500	-66.608284
1071.289062	-67.871696
1072.265625	-65.773094
1073.242188	-66.258087
1074.218750	-66.031517
1075.195312	-65.349319
1076.171875	-65.814232
1077.148438	-65.193748
1078.125000	-65.863831
1079.101562	-64.701256
1080.078125	-65.221207
1081.054688	-65.118973
1082.031250	-63.677586
1083.007812	-64.136215
1083.984375	-64.055779
1084.960938	-63.591473
1085.937500	-64.287323
1086.914062	-63.868599
1087.890625	-60.648998
1088.867188	-64.634926
1089.843750	-66.203270
1090.820312	-63.321056
1091.796875	-62.451263
1092.773438	-61.692379
1093.750000	-62.446651
1094.726562	-63.722221
1095.703125	-60.729488
1096.679688	-59.373943
1097.656250	-62.029762
1098.632812	-60.609512
1099.609375	-58.732090
1100.585938	-60.688133
1101.562500	-57.999710
1102.539062	-58.204620
1103.515625	-59.219921
1104.492188	-58.808945
1105.468750	-57.563259
1106.445312	-56.277710
1107.421875	-57.011715
1108.398438	-55.192822
1109.375000	-57.441063
1110.351562	-55.489216
1111.328125	-55.657711
1112.304688	-55.671658
1113.281250	-55.222370
1114.257812	-56.119408
1115.234375	-53.815887
1116.210938	-56.834656
1117.187500	-54.884003
1118.164062	-54.587517
1119.140625	-54.636971
1120.117188	-55.213768
1121.093750	-55.762402
1122.070312	-56.389542
1123.046875	-55.179974
1124.023438	-55.542068
1125.000000	-56.095192
1125.976562	-56.278282
1126.953125	-59.190517
1127.929688	-59.089806
1128.906250	-59.047039
1129.882812	-58.130512
1130.859375	-58.406712
1131.835938	-59.077114
1132.812500	-57.265667
1133.789062	-59.527943
1134.765625	-59.947124
1135.742188	-62.007259
1136.718750	-59.604519
1137.695312	-61.277630
1138.671875	-61.314205
1139.648438	-61.832409
1140.625000	-60.825783
1141.601562	-62.931114
1142.578125	-64.332382
1143.554688	-62.249165
1144.531250	-64.086845
1145.507812	-62.812126
1146.484375	-64.841545
1147.460938	-63.468163
1148.437500	-63.346794
1149.414062	-65.249359
1150.390625	-65.227600
1151.367188	-63.089172
1152.343750	-64.529137
1153.320312	-64.047516
1154.296875	-65.328003
1155.273438	-65.235054
1156.250000	-65.867599
1157.226562	-67.612022
1158.203125	-68.351120
1159.179688	-66.522552
1160.156250	-65.339760
1161.132812	-67.949554
1162.109375	-66.801132
1163.085938	-67.643631
1164.062500	-66.695847
1165.039062	-68.925812
1166.015625	-66.901253
1166.992188	-67.034676
1167.968750	-68.452797
1168.945312	-67.584923
1169.921875	-67.617203
